id,indexed_date,language,media_name,media_url,publish_date,title,url,candidate,party,state,gender
717823364f38fbffd66074b59a837f166dd903ae3ec79cc8981d2b9725452ece,2024-12-05 00:23:44.382717+00:00,en,12newsnow.com,12newsnow.com,2024-04-12,US senators grill airline officials about fees for seats and checked bags,https://www.12newsnow.com/article/news/nation-world/senate-hearing-airline-bag-seat-prices/507-307489fe-c5e6-4c19-b5af-e2c50de26c2e,Josh Hawley,R,MO,M
ac2095960267e0403d8715d42ae778a1230557da8d546a92043806099e7fb370,2024-12-04 18:18:08.656807+00:00,en,wtsp.com,wtsp.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.wtsp.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
b1646cb84ff7ac6f1276209f2713f7356ec0b625fcaa87a009b7ecc48f3b4aab,2024-12-04 18:17:18.185006+00:00,en,12newsnow.com,12newsnow.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.12newsnow.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
7c9846e19d1c6dbafbef51f2fb7a61e04d2b7208da3353de318da70276e97d9c,2024-12-04 17:29:39.394121+00:00,en,ksdk.com,ksdk.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.ksdk.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
50a8bbaaee375dd867b98ffc3f199623caf7568bab9db52672891b81ce08109c,2024-12-04 17:20:18.068172+00:00,en,whas11.com,whas11.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.whas11.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
8df134b08d9353778d1ca4a44d79da36f84a054cee47691a7edf8fd9bc91ecc1,2024-12-04 17:18:35.210441+00:00,en,newscentermaine.com,newscentermaine.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.newscentermaine.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
debfacf71f27a2ea34c4a82734d59a893ae7836ad5074a5a8a3da4e859c30909,2024-12-04 16:38:21.224523+00:00,en,firstcoastnews.com,firstcoastnews.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.firstcoastnews.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
149534cb740eea25f41250f5682458f2a1e93df732bb5472a0b403557d91284d,2024-12-04 16:33:41.902373+00:00,en,kcentv.com,kcentv.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.kcentv.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
26f29f7459d91a60f496c04dc6e976962a2e19726834a4a9fd00a3c148e93ec4,2024-12-04 16:25:37.008403+00:00,en,wcnc.com,wcnc.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.wcnc.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
b55f8ef162c46a1acfe059dd709942a18e6052e001fab88bee3d4e664056d001,2024-12-04 15:35:30.867344+00:00,en,kare11.com,kare11.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.kare11.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
ac4927d856072259dfe774760b4bbe2ddf609875522183ac184c5b8c4fd01d5c,2024-12-04 10:52:16.547877+00:00,en,cbs8.com,cbs8.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.cbs8.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
5ae86f5a7e1ed9b211d7114599bf549f71f435bbffc5f8e4fa6de5945329df96,2024-12-04 10:41:56.668238+00:00,en,wkyc.com,wkyc.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.wkyc.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
e008eda492531078da99915ecb2ef16ed7142669e797ad3ea85af1322d6d7c8e,2024-12-04 09:32:12.502332+00:00,en,12news.com,12news.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.12news.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
86411c31f5d92dd14d3a36a65022dc5dc5e56e2e0b42b5e98f88782338bc736f,2024-12-04 09:32:06.066064+00:00,en,king5.com,king5.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.king5.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
