date,count,total_count,ratio
2024-07-07,368,5573,0.06603265745558945
2024-07-08,748,10344,0.07231245166279969
2024-07-09,830,11497,0.07219274593372184
2024-07-10,989,12586,0.07857937390751629
2024-07-11,1007,11768,0.08557104010876955
2024-07-12,847,11258,0.07523538816841358
2024-07-13,548,6420,0.0853582554517134
2024-07-14,700,6764,0.10348905972797161
2024-07-15,915,11317,0.08085181585225766
2024-07-16,879,12730,0.06904948939512962
2024-07-17,1013,12786,0.07922727983732207
2024-07-18,1004,12391,0.08102655152933581
2024-07-19,836,11124,0.07515282272563827
2024-07-20,378,5620,0.06725978647686832
2024-07-21,1214,6648,0.18261131167268352
2024-07-22,1573,11112,0.14155867530597552
2024-07-23,1161,12072,0.09617296222664017
2024-07-24,921,12790,0.07200938232994528
2024-07-25,879,12582,0.069861707200763
2024-07-26,636,11741,0.054169150838940465
2024-07-27,372,6579,0.056543547651618786
2024-07-28,281,6273,0.04479515383389128
2024-07-29,449,8724,0.05146721687299404
2024-07-30,538,11393,0.04722197840779426
2024-07-31,510,12534,0.04068932503590235
2024-08-01,568,12304,0.046163849154746424
2024-08-02,602,11218,0.05366375467997861
2024-08-03,293,6374,0.045967994979604646
2024-08-04,225,6016,0.03740026595744681
2024-08-05,463,11271,0.041078874988909594
2024-08-06,532,12365,0.04302466639708856
2024-08-07,491,12891,0.03808858893801877
2024-08-08,504,12256,0.041122715404699736
2024-08-09,405,11234,0.03605127292148834
2024-08-10,191,6530,0.029249617151607964
2024-08-11,152,5837,0.02604077437039575
2024-08-12,404,10296,0.03923853923853924
2024-08-13,441,11230,0.03926981300089047
2024-08-14,565,11671,0.04841059035215491
2024-08-15,542,11673,0.046431936948513663
2024-08-16,488,10664,0.04576144036009002
2024-08-17,233,5721,0.040727145603915396
2024-08-18,254,5592,0.04542203147353362
2024-08-19,794,10371,0.07655963745058336
2024-08-20,882,11617,0.07592321597658604
2024-08-21,715,11869,0.060240963855421686
2024-08-22,596,12059,0.04942366697072726
2024-08-23,661,11102,0.0595388218339038
2024-08-24,208,5971,0.03483503600736895
2024-08-25,182,5700,0.03192982456140351
2024-08-26,395,10505,0.0376011423131842
2024-08-27,507,12342,0.04107924161400097
2024-08-28,494,12618,0.03915042003487082
2024-08-29,510,12880,0.039596273291925464
2024-08-30,366,11516,0.031781868704411256
2024-08-31,168,6837,0.02457218078104432
2024-09-01,256,6393,0.040043797903957457
2024-09-02,316,7935,0.03982356647763075
2024-09-03,385,11383,0.03382236668716507
2024-09-04,486,12733,0.03816853844341475
2024-09-05,475,14654,0.03241435785451072
2024-09-06,463,13988,0.03309979982842436
2024-09-07,257,8191,0.03137590037846417
2024-09-08,207,8258,0.025066602082828772
2024-09-09,452,13985,0.03232034322488381
2024-09-10,751,14900,0.05040268456375839
2024-09-11,964,14395,0.06696769711705454
2024-09-12,607,14913,0.040702742573593506
2024-09-13,542,13527,0.04006801212390035
2024-09-14,253,7530,0.03359893758300133
2024-09-15,289,8237,0.035085589413621464
2024-09-16,596,13351,0.04464085087259381
2024-09-17,481,14293,0.033652837053102916
2024-09-18,472,14689,0.03213288855606236
2024-09-19,475,14219,0.033406006048245306
2024-09-20,446,13066,0.03413439461197
2024-09-21,239,7496,0.03188367129135539
2024-09-22,248,7789,0.03183977404031326
2024-09-23,427,12963,0.03293990588598318
2024-09-24,557,14221,0.039167428450882495
2024-09-25,580,14579,0.03978324987996433
2024-09-26,496,14535,0.03412452700378397
2024-09-27,457,13526,0.033786781014342744
2024-09-28,250,7650,0.032679738562091505
2024-09-29,355,7933,0.0447497794024959
2024-09-30,694,13843,0.05013364155168677
2024-10-01,769,15011,0.051229098660981943
2024-10-02,651,14569,0.04468391790788661
2024-10-03,656,14031,0.04675361699094861
2024-10-04,604,13039,0.04632257074929059
2024-10-05,293,7317,0.04004373377067104
2024-10-06,296,7701,0.03843656667965199
2024-10-07,414,12812,0.032313456134873554
2024-10-08,738,14582,0.05061034151693869
2024-10-09,612,14592,0.04194078947368421
2024-10-10,650,14546,0.04468582428158944
2024-10-11,525,12860,0.04082426127527216
2024-10-12,263,7137,0.03685021717808603
2024-10-13,315,7440,0.04233870967741935
2024-10-14,500,12497,0.04000960230455309
2024-10-15,518,14349,0.03610007666039445
2024-10-16,650,14601,0.044517498801451956
2024-10-17,506,14742,0.034323700990367655
2024-10-18,467,13535,0.03450314000738825
2024-10-19,206,7525,0.027375415282392027
2024-10-20,248,7909,0.03135668226071564
2024-10-21,429,13514,0.031744857185141334
2024-10-22,483,14636,0.03300081989614649
2024-10-23,430,15038,0.02859422795584519
2024-10-24,523,14632,0.035743575724439584
2024-10-25,522,13998,0.0372910415773682
2024-10-26,308,7854,0.0392156862745098
2024-10-27,264,7795,0.03386786401539448
2024-10-28,479,13280,0.03606927710843374
2024-10-29,526,13934,0.03774938998134061
2024-10-30,763,14780,0.05162381596752368
2024-10-31,695,14511,0.04789470057197988
2024-11-01,644,13845,0.04651498736005778
2024-11-02,379,8378,0.04523752685605156
2024-11-03,392,7941,0.04936405994207279
2024-11-04,651,14317,0.04547041978068031
2024-11-05,945,16921,0.05584776313456651
2024-11-06,1327,16983,0.07813696048990167
2024-11-07,793,15579,0.05090185506130047
2024-11-08,518,14707,0.035221323179438366
2024-11-09,318,8215,0.03870967741935484
2024-11-10,306,8362,0.036594116240133936
2024-11-11,443,13032,0.03399324739103745
2024-11-12,446,15297,0.029156043668693208
2024-11-13,551,15814,0.034842544580751235
2024-11-14,339,15943,0.021263250329298124
2024-11-15,366,14261,0.025664399410980997
