date,count,total_count,ratio
2024-07-08,22,10344,0.0021268368136117557
2024-07-09,60,11497,0.005218752718100374
2024-07-10,57,12586,0.004528841569998411
2024-07-11,17,11768,0.0014445955132562883
2024-07-12,43,11258,0.0038195061289749512
2024-07-13,57,6420,0.008878504672897197
2024-07-14,65,6764,0.00960969840331165
2024-07-15,101,11317,0.008924626667844835
2024-07-16,145,12730,0.011390416339355853
2024-07-17,149,12786,0.011653370874393868
2024-07-18,94,12391,0.0075861512388023565
2024-07-19,78,11124,0.007011866235167206
2024-07-20,24,5620,0.004270462633451958
2024-07-21,19,6648,0.002858002406738869
2024-07-22,45,11112,0.004049676025917927
2024-07-23,29,12072,0.0024022531477799866
2024-07-24,37,12790,0.0028928850664581706
2024-07-25,30,12582,0.002384358607534573
2024-07-26,18,11741,0.0015330891746869943
2024-07-27,1,6579,0.0001519987840097279
2024-07-28,8,6273,0.001275306870715766
2024-07-29,9,8724,0.0010316368638239339
2024-07-30,16,11393,0.0014043711050645133
2024-07-31,40,12534,0.0031913196106590075
2024-08-01,27,12304,0.002194408322496749
2024-08-02,12,11218,0.0010697093956141914
2024-08-03,9,6374,0.0014119861939127707
2024-08-04,20,6016,0.003324468085106383
2024-08-05,37,11271,0.0032827610682281965
2024-08-06,20,12365,0.0016174686615446825
2024-08-07,8,12891,0.000620588007136762
2024-08-08,8,12256,0.0006527415143603133
2024-08-09,4,11234,0.00035606195478013177
2024-08-10,6,6530,0.0009188361408882082
2024-08-11,6,5837,0.001027925304094569
2024-08-12,8,10296,0.000777000777000777
2024-08-13,11,11230,0.0009795191451469278
2024-08-14,38,11671,0.003255933510410419
2024-08-15,24,11673,0.0020560267283474686
2024-08-16,18,10664,0.0016879219804951237
2024-08-17,10,5721,0.0017479461632581717
2024-08-18,19,5592,0.003397711015736767
2024-08-19,21,10371,0.00202487706103558
2024-08-20,18,11617,0.0015494533872772661
2024-08-21,21,11869,0.0017693150223270706
2024-08-22,11,12059,0.0009121817729496641
2024-08-23,20,11102,0.0018014772113132769
2024-08-24,14,5971,0.0023446658851113715
2024-08-25,3,5700,0.0005263157894736842
2024-08-26,8,10505,0.0007615421227986673
2024-08-27,17,12342,0.0013774104683195593
2024-08-28,11,12618,0.0008717704866064353
2024-08-29,16,12880,0.0012422360248447205
2024-08-30,10,11516,0.0008683570684265369
2024-08-31,1,6837,0.0001462629808395495
2024-09-01,1,6393,0.00015642108556233381
2024-09-02,4,7935,0.0005040957781978576
2024-09-03,10,11383,0.0008785030308354564
2024-09-04,23,12733,0.0018063300086389696
2024-09-05,17,14654,0.001160092807424594
2024-09-06,9,13988,0.0006434086359736917
2024-09-07,17,8191,0.0020754486631668905
2024-09-08,29,8258,0.0035117461855170744
2024-09-09,41,13985,0.002931712549159814
