date,count,total_count,ratio
2024-07-12,936,11258,0.08314087759815242
2024-07-13,887,6420,0.13816199376947041
2024-07-14,1661,6764,0.24556475458308694
2024-07-15,2228,11317,0.19687196253424052
2024-07-16,1920,12730,0.15082482325216026
2024-07-17,1862,12786,0.14562803065853278
2024-07-18,1786,12391,0.14413687353724478
2024-07-19,1414,11124,0.12711254944264652
2024-07-20,642,5620,0.11423487544483986
2024-07-21,1307,6648,0.19660048134777378
2024-07-22,1856,11112,0.16702663786897048
2024-07-23,1379,12072,0.1142312789927104
2024-07-24,1198,12790,0.09366692728694292
2024-07-25,1034,12582,0.08218089333969163
2024-07-26,887,11741,0.07554722766374244
2024-07-27,513,6579,0.07797537619699042
2024-07-28,492,6273,0.0784313725490196
2024-07-29,673,8724,0.07714351215038973
2024-07-30,998,11393,0.08759764767839902
2024-07-31,988,12534,0.07882559438327749
2024-08-01,782,12304,0.06355656697009103
2024-08-02,797,11218,0.07104653235870921
2024-08-03,457,6374,0.0716975211797929
2024-08-04,404,6016,0.06715425531914894
2024-08-05,768,11271,0.06813947298376365
2024-08-06,954,12365,0.07715325515568136
2024-08-07,823,12891,0.0638429912341944
2024-08-08,850,12256,0.0693537859007833
2024-08-09,798,11234,0.07103435997863629
2024-08-10,423,6530,0.06477794793261868
2024-08-11,403,5837,0.06904231625835189
2024-08-12,847,10296,0.08226495726495726
2024-08-13,960,11230,0.0854853072128228
2024-08-14,838,11671,0.07180190215062976
2024-08-15,831,11673,0.07118992546903109
2024-08-16,834,10664,0.07820705176294074
2024-08-17,421,5721,0.07358853347316903
2024-08-18,434,5592,0.07761087267525035
2024-08-19,943,10371,0.09092662231221676
2024-08-20,1182,11617,0.1017474390978738
2024-08-21,1216,11869,0.10245176510236752
2024-08-22,1217,12059,0.10092047433452193
2024-08-23,1218,11102,0.10970996216897856
2024-08-24,422,5971,0.07067492882264277
2024-08-25,386,5700,0.06771929824561404
2024-08-26,876,10505,0.08338886244645408
2024-08-27,974,12342,0.07891751742019122
2024-08-28,933,12618,0.07394198763670946
2024-08-29,924,12880,0.07173913043478261
2024-08-30,786,11516,0.06825286557832581
2024-08-31,405,6837,0.05923650724001755
2024-09-01,343,6393,0.053652432347880495
2024-09-02,418,7935,0.05267800882167612
2024-09-03,755,11383,0.06632697882807696
2024-09-04,884,12733,0.06942590120160214
2024-09-05,1032,14654,0.07042445748601064
2024-09-06,1020,13988,0.07291964541035173
2024-09-07,466,8191,0.05689171041386888
2024-09-08,542,8258,0.06563332526035359
2024-09-09,1126,13985,0.08051483732570612
2024-09-10,1652,14900,0.11087248322147651
2024-09-11,2218,14395,0.15408127822160472
2024-09-12,1476,14913,0.09897404948702475
2024-09-13,1232,13527,0.09107710504916093
2024-09-14,494,7530,0.06560424966799469
2024-09-15,807,8237,0.0979725628262717
2024-09-16,1555,13351,0.11647067635383117
2024-09-17,1329,14293,0.09298257888476877
2024-09-18,1239,14689,0.0843488324596637
2024-09-19,1198,14219,0.08425346367536395
2024-09-20,1197,13066,0.09161181692943518
2024-09-21,581,7496,0.07750800426894344
2024-09-22,648,7789,0.08319424829888304
2024-09-23,1109,12963,0.0855511841394739
2024-09-24,1210,14221,0.08508543702974475
2024-09-25,1226,14579,0.08409355922902806
2024-09-26,1115,14535,0.07671138630890953
2024-09-27,967,13526,0.0714919414461038
2024-09-28,441,7650,0.05764705882352941
2024-09-29,499,7933,0.06290180259674777
2024-09-30,1028,13843,0.07426135953189338
2024-10-01,1156,15011,0.07701019252548132
2024-10-02,1255,14569,0.08614180794838355
2024-10-03,1039,14031,0.07405031715487136
2024-10-04,976,13039,0.07485236597898612
2024-10-05,566,7317,0.07735410687440207
2024-10-06,554,7701,0.07193870925853785
2024-10-07,917,12812,0.0715735248204808
2024-10-08,1106,14582,0.0758469345768756
2024-10-09,984,14592,0.06743421052631579
2024-10-10,1150,14546,0.07905953526742747
2024-10-11,1134,12860,0.08818040435458786
2024-10-12,565,7137,0.079164915230489
2024-10-13,668,7440,0.08978494623655914
2024-10-14,1087,12497,0.08698087541009843
2024-10-15,1264,14349,0.0880897623527772
2024-10-16,1404,14601,0.09615779741113623
2024-10-17,1245,14742,0.08445258445258445
2024-10-18,1194,13535,0.08821573697820466
2024-10-19,620,7525,0.0823920265780731
2024-10-20,677,7909,0.0855986850423568
2024-10-21,1339,13514,0.09908243303241084
2024-10-22,1453,14636,0.0992757584039355
2024-10-23,1510,15038,0.10041228886820056
2024-10-24,1469,14632,0.10039639147074904
2024-10-25,1694,13998,0.1210172881840263
2024-10-26,833,7854,0.10606060606060606
2024-10-27,861,7795,0.1104554201411161
2024-10-28,1619,13280,0.12191265060240963
2024-10-29,1720,13934,0.12343906990096168
2024-10-30,1786,14780,0.12083897158322057
2024-10-31,1646,14511,0.11343119013162428
2024-11-01,1743,13845,0.12589382448537378
2024-11-02,980,8378,0.11697302458820721
2024-11-03,1080,7941,0.1360030222893842
2024-11-04,2053,14317,0.14339596284137737
2024-11-05,3021,16921,0.17853554754447137
2024-11-06,4092,16983,0.2409468291821233
2024-11-07,2474,15579,0.15880351755568392
2024-11-08,1994,14707,0.13558169579111987
2024-11-09,899,8215,0.10943396226415095
2024-11-10,899,8362,0.10751016503228893
2024-11-11,1652,13032,0.12676488643339473
2024-11-12,1933,15297,0.12636464666274433
2024-11-13,2262,15814,0.14303781459466294
2024-11-14,1754,15943,0.11001693533212067
2024-11-15,1595,14261,0.11184348923637893
